Disease ID,Disease Name,Associated Gene IDs
C0027765,nervous system disorder,"10392, 10908, 1137, 1244, 1440, 154, 1558, 1559, 1719, 1806, 2019, 2290, 2353, 2670, 2990, 3399, 3785, 388585, 429, 43, 4524, 4552, 467, 4760, 4773, 4803, 4842, 4851, 5054, 5179, 5243, 54902, 55738, 5625, 5743, 627, 6315, 6334, 6414, 6470, 6513, 6531, 6555, 6571, 6573, 6647, 7124, 7274, 7298, 836, 842, 84254, 9429"
C0024299,Lymphoma,"101928354, 1029, 1030, 10320, 2052, 3845, 386607, 4292, 4524, 4548, 4851, 4893, 4968, 5444, 5728, 5734, 5756, 5880, 64919, 80829, 81345"
C0017661,IGA Glomerulonephritis,"10006, 10015, 100507463, 10051, 10097, 10112, 10135, 10146, 10159, 10184, 101929664, 10197, 102, 10228, 10255, 10288, 1033, 10342, 10403, 10434, 10451, 10457, 10461, 10473, 10479, 10484, 10492, 10527, 10539, 10550, 10564, 10565, 1058, 10610, 10613, 1063, 10659, 10737, 10855, 10857, 10874, 10878, 10935, 10959, 10973, 10981, 10988, 10990, 11010, 11052, 1111, 11130, 11196, 11221, 11326, 11339, 114548, 1147, 114885, 117178, 1230, 1234, 133619, 1356, 140, 1436, 150280, 1520, 1536, 159, 1636, 1654, 1670, 178, 1794, 1824, 183, 1832, 1880, 1894, 19, 1965, 2069, 2123, 2124, 2146, 2161, 2180, 2191, 22797, 22822, 22841, 22868, 22948, 22974, 23042, 2305, 23167, 23186, 23244, 23347, 23405, 23463, 23471, 23484, 23530, 23531, 2359, 23603, 23683, 241, 24137, 2526, 253943, 2553, 25816, 2585, 2589, 259266, 25939, 25978, 25994, 26031, 26135, 26191, 26235, 2632, 27242, 27299, 2799, 28966, 29015, 29028, 29127, 2956, 29887, 29902, 29929, 29957, 30001, 3015, 3059, 3071, 3074, 3075, 3078, 308, 3116, 3119, 313, 3161, 3162, 3308, 332, 3394, 341, 3459, 3484, 3587, 3590, 3597, 3612, 3673, 3676, 3684, 3687, 3689, 3702, 3796, 3832, 3838, 387, 3903, 3936, 3976, 3988, 4001, 4076, 407977, 4082, 4085, 4121, 4125, 4144, 4154, 4200, 4288, 4312, 4318, 4321, 4332, 4481, 4542, 4552, 4591, 4644, 4688, 4811, 4893, 490, 4973, 5054, 5111, 51133, 51167, 51203, 51290, 51311, 51313, 51338, 51368, 51379, 51435, 51444, 515, 51514, 51571, 51582, 51714, 51719, 51727, 51762, 51809, 5229, 5250, 526, 5284, 5290, 5328, 5341, 5352, 54107, 54149, 54407, 54431, 54478, 54491, 54716, 54877, 54928, 54969, 55010, 5504, 55156, 55159, 55165, 55197, 55198, 55215, 55247, 55273, 55289, 55355, 55379, 55435, 55500, 5552, 55608, 55619, 55699, 55706, 55740, 55754, 55839, 55872, 55916, 5594, 55970, 5621, 5627, 5660, 5663, 56833, 56938, 5696, 56992, 57018, 57103, 5728, 57405, 5744, 5788, 5791, 5806, 58504, 586, 5873, 5888, 5917, 5921, 5925, 5965, 5999, 60343, 6036, 6039, 60498, 6059, 6120, 6241, 6303, 63933, 6401, 6402, 64092, 64116, 64127, 64151, 64170, 64231, 64747, 64844, 64866, 64924, 6507, 65084, 6574, 6596, 6643, 6665, 6745, 6787, 6790, 6856, 6880, 6885, 695, 699, 701, 7035, 7040, 7045, 7076, 7096, 7097, 7099, 7112, 712, 713, 7153, 717, 7272, 728, 729230, 7298, 7305, 7323, 7326, 7351, 7357, 7456, 7462, 7525, 7533, 7534, 7690, 7803, 7805, 7884, 79017, 79071, 79157, 7941, 79624, 79647, 79666, 79682, 79709, 79718, 80183, 8038, 8050, 8061, 80896, 8099, 8140, 81533, 81537, 81542, 81553, 81555, 81578, 81671, 81930, 821, 830, 83737, 8406, 8445, 8450, 8477, 8487, 8522, 8540, 8560, 865, 8673, 8741, 8754, 8761, 8826, 8869, 8897, 891, 8914, 892, 8942, 90, 9050, 9055, 912, 9133, 917, 9180, 920, 9201, 9212, 9232, 92342, 929, 9326, 9332, 9375, 941, 9435, 9447, 948, 9493, 951, 9510, 9516, 9526, 9555, 9562, 9582, 960, 963, 9768, 9770, 9787, 9824, 983, 9833, 9837, 9874, 9889, 991, 9926, 9928, 9943"
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","1499, 1977, 1978, 203, 2475, 2932, 3492, 472, 5293, 595, 7473, 80326, 9411"
C0020672,"Hypothermia, natural","1141, 1268, 2641, 2796, 3592, 3593, 3972, 4843, 6647, 7124, 7200, 7252"
C0086543,Cataract,"1280, 1409, 1410, 1414, 1420, 1421, 1427, 2074, 231, 23424, 2584, 2703, 3982, 4284, 472, 490, 5309, 57447, 7431, 8671, 9197"
C0524909,"Hepatitis B, Chronic","10919, 1490, 3107, 3111, 3113, 3115, 3118, 3120, 3240, 3440, 4855, 629, 6941, 7332, 958"
C0011609,Drug Eruptions,"1543, 1571, 2205, 240, 3106, 3115, 3119, 335, 344, 345, 3565, 3606, 3827, 4353, 4524, 6863, 721, 7276"
C0346647,Malignant neoplasm of pancreas,"100861550, 101928923, 1601, 1804, 2494, 25817, 28, 3651, 378805, 571, 636, 7015, 753, 81037, 81846, 84133, 9564"
C0038356,Stomach Neoplasms,"1000, 100124700, 10131, 10148, 1019, 10232, 1026, 1027, 1029, 1032, 10330, 10395, 10468, 10528, 10550, 10574, 1075, 11197, 11200, 1152, 116135, 1182, 1201, 123, 125997, 131566, 1316, 1365, 1469, 1496, 1514, 153, 154, 1548, 1636, 1642, 1647, 1674, 174, 1786, 1789, 1798, 1806, 1839, 186, 1890, 1892, 1915, 1917, 1956, 196, 2023, 2064, 2067, 2068, 213, 2149, 220, 2203, 2263, 2266, 2272, 2286, 229, 23201, 23246, 240, 245972, 2520, 2534, 25824, 26135, 26137, 26585, 27034, 27131, 27145, 27339, 2737, 28973, 28998, 29108, 2950, 29777, 29894, 308, 30834, 3162, 3191, 3199, 324, 3265, 328, 329, 3312, 3315, 332, 3329, 335, 3350, 3384, 3400, 3420, 3486, 3490, 3553, 3557, 3569, 3570, 3576, 3604, 3621, 3659, 3678, 3725, 374, 3814, 3845, 3856, 387, 3958, 3992, 4074, 4089, 4139, 4233, 4291, 4297, 4316, 4319, 4487, 4502, 4524, 4582, 4588, 4595, 4599, 4609, 4695, 4719, 472, 4723, 4846, 4869, 4907, 501, 5036, 5054, 5055, 5080, 50813, 51035, 51042, 51196, 51292, 51501, 51594, 5160, 51728, 51741, 5223, 5245, 5265, 5290, 5325, 5328, 53635, 54474, 5468, 54739, 5478, 5480, 54894, 5518, 5524, 553158, 5550, 5562, 5564, 55739, 55743, 5579, 5594, 5595, 5599, 5621, 56287, 5655, 56915, 5743, 57610, 5792, 5793, 58508, 5886, 5915, 5918, 59340, 5947, 595, 5950, 598, 5997, 6095, 6137, 6138, 6141, 6194, 6209, 6223, 6227, 6231, 6257, 627, 637, 645, 64963, 650, 6506, 655, 6615, 6628, 664, 6648, 6700, 6721, 6774, 6926, 70, 7022, 7039, 7056, 7078, 7124, 7157, 7170, 7291, 7298, 7372, 7515, 7517, 759, 760, 7730, 79187, 79633, 79852, 8000, 80324, 80328, 8148, 81605, 8189, 8190, 8289, 83998, 841, 843, 84364, 84527, 84634, 84654, 84790, 8516, 8530, 857, 8611, 864, 8644, 8660, 8744, 8802, 8857, 8991, 90338, 9136, 9212, 9235, 9277, 960, 9725, 9788, 9805, 999"
C0029463,Osteosarcoma,"10210, 11174, 11200, 1576, 170691, 1719, 1956, 1965, 2101, 2146, 23476, 2348, 2914, 2950, 3725, 3756, 4015, 406900, 406920, 407050, 4233, 442894, 4486, 4609, 54880, 5925, 5981, 5996, 648, 7001, 7157, 7262, 7422, 8148, 85417, 860, 8792, 8856, 9183"
C0042900,Vitiligo,"10019, 101929163, 10255, 10766, 114904, 116449, 1235, 148022, 2175, 23322, 26191, 27086, 3002, 3559, 4026, 4157, 473, 53347, 56244, 57178, 60468, 6311, 64094, 64135, 64375, 6503, 6506, 7038, 7299, 80736, 840, 8635, 8924, 941, 960"
C0038358,Gastric ulcer,"133, 1950, 2056, 3084, 3375, 3553, 3952, 4318, 4843, 4846, 51738, 5742, 5743, 7124, 7422, 7425, 847, 885"
C0021390,Inflammatory Bowel Diseases,"100270916, 102465435, 10297, 10636, 10666, 109, 11007, 11140, 11186, 11273, 11315, 126789, 128611, 1326, 149233, 150280, 150962, 1611, 163486, 1670, 1673, 170595, 1789, 1880, 2212, 2355, 246778, 253430, 25953, 26191, 283463, 2859, 30829, 317669, 324, 3378, 337867, 345611, 3559, 3569, 3586, 403150, 4046, 4088, 414236, 441108, 4485, 50608, 50941, 50942, 51174, 51564, 5328, 54901, 54973, 55054, 55765, 5579, 57042, 57178, 5743, 5771, 6016, 60468, 6097, 63892, 64114, 64127, 64167, 64170, 6422, 6423, 643, 643749, 646982, 64784, 6556, 6583, 6774, 6775, 7124, 7332, 80762, 80824, 81619, 8209, 8224, 84162, 8453, 84619, 8477, 8807, 8876, 9158, 91975, 923, 9231, 9404, 9777, 9966"
C0860207,Drug-Induced Liver Injury,"10, 100126313, 100313838, 10062, 101, 10866, 112574, 1131, 1191, 1244, 1281, 1440, 1499, 1548, 1557, 1559, 1571, 1582, 1647, 1719, 196, 2023, 213, 2243, 229, 2321, 2328, 256297, 259, 2638, 26762, 2729, 2875, 2919, 2934, 2944, 2946, 2947, 2950, 2952, 3105, 3106, 3119, 3123, 3146, 3162, 3242, 3263, 3274, 335, 3440, 3458, 3479, 348, 350, 3552, 3553, 3565, 3569, 3589, 3605, 3606, 3627, 383, 3875, 3934, 3958, 405, 4057, 406901, 406902, 406903, 406906, 406919, 406921, 406933, 406940, 406941, 406957, 406967, 406979, 406985, 406999, 407000, 407004, 407019, 407025, 407029, 407042, 4190, 4217, 4313, 442905, 442912, 4486, 4524, 4780, 4860, 50616, 5166, 5243, 5327, 5340, 5428, 5444, 54466, 54600, 5465, 5468, 5469, 5591, 5743, 574434, 574506, 581, 5858, 5947, 6347, 6480, 6590, 6647, 6649, 6696, 686, 6888, 6915, 693177, 7018, 7124, 718, 7276, 729230, 7850, 79600, 84649, 847, 8836, 8856, 8991, 9002, 9131, 9370, 9474, 9970, 9971"
C0010278,Craniosynostosis,"1947, 2077, 2146, 2263, 27241, 4745, 55764, 57539, 650, 6938, 7291"
C0079773,"Lymphoma, T-Cell, Cutaneous","1029, 10664, 1493, 1788, 355, 3662, 387, 4170, 472, 4791, 5335, 5588, 581, 673, 6777, 6935, 7128, 7157, 8289, 84433, 940"
C0079772,T-Cell Lymphoma,"1654, 2033, 23269, 387, 5468, 604, 6774, 6777, 7157, 80816, 8289"
C0424295,Hyperactive behavior,"107, 114, 135, 1394, 1812, 1813, 1814, 2353, 2550, 26047, 2641, 2890, 2891, 28964, 3356, 3358, 3558, 4135, 4803, 4852, 4880, 4915, 4922, 5020, 590, 594857, 6531, 6623, 7054, 796, 885"
C0037268,Skin Abnormalities,"1147, 2068, 2263, 317, 3664, 6648, 6832, 84627, 8626, 92344"
C0677886,Epithelial ovarian cancer,"102800310, 1306, 1366, 171024, 257202, 25976, 28, 284654, 29086, 401022, 442913, 4905, 5290, 54361, 57522, 6928, 7015, 7157, 79915, 8028, 8631, 92421"
C0282527,Infantile Refsum Disease (disorder),"5189, 5190, 5192, 5193, 5194, 5195, 55670, 5824, 5828, 5830, 8504, 8799, 9409"
C0282525,"Adrenoleukodystrophy, Neonatal","5189, 5190, 5192, 5193, 5194, 5195, 55670, 5824, 5828, 5830, 8504, 8799, 9409"
C0019569,Hirschsprung Disease,"100188850, 10512, 1889, 1908, 1910, 223117, 246321, 246322, 2668, 3084, 3897, 404719, 404720, 4902, 5979, 8929"
C1720887,Female Urogenital Diseases,"2018, 2099, 268, 269, 3206, 3207, 3209, 3479, 3975, 3976, 4488, 5076, 54361, 657, 7076, 7474, 7476, 8626"
C0919267,ovarian neoplasm,"10013, 10232, 1027, 10381, 10395, 10413, 10772, 10775, 115761, 1499, 1545, 1647, 1796, 1956, 2064, 2069, 207, 2122, 2194, 22800, 23213, 2348, 2475, 2516, 25803, 25976, 285601, 29086, 306, 3231, 3235, 3237, 331, 332, 3569, 3572, 3576, 3590, 360, 374, 3845, 4072, 4233, 4288, 4292, 4436, 4519, 4576, 4609, 467, 4831, 4978, 5071, 51029, 5290, 540, 54796, 5501, 5594, 5595, 5655, 56952, 5728, 574048, 5889, 5892, 5934, 607, 6502, 6513, 6528, 6597, 6647, 6648, 6678, 672, 675, 6765, 6774, 6935, 7015, 7099, 7298, 79084, 79156, 79728, 83636, 83990, 8516, 857, 8626, 8631, 8725, 8743, 894, 898, 8991, 9149, 92421, 94025, 999"
C0162871,"Aortic Aneurysm, Abdominal","100048912, 153090, 183, 185, 3949, 4035, 4318, 4323, 5743, 653361, 6648"
C0042487,Venous Thrombosis,"1437, 2056, 2147, 2152, 2153, 2155, 2157, 2162, 2165, 3717, 4018, 4524, 462, 51156, 5327, 5328, 5340, 5624, 7035, 93183"
C0002622,Amnesia,"10280, 11255, 1437, 2770, 2773, 2922, 351, 3552, 3558, 3569, 4803, 5173, 5443, 551, 5550, 6863, 7200"
C0020557,Hypertriglyceridemia,"1071, 116519, 1401, 2646, 338, 3440, 3630, 4023, 5360, 5465, 590, 64788, 85019, 8882"
C0019080,Hemorrhage,"1559, 2147, 2155, 2353, 3589, 3690, 5265, 5327, 5328, 5420, 5443, 5972, 624, 64805, 79001, 83706"
C0038220,Status Epilepticus,"1000, 10803, 1232, 1236, 1237, 1244, 1268, 1392, 1756, 1965, 2056, 2185, 2353, 2596, 2668, 2826, 288, 2891, 2911, 2915, 3162, 3315, 3557, 361, 3725, 3726, 3727, 3778, 3920, 4208, 4803, 4842, 4843, 488, 4908, 4915, 4916, 55163, 5610, 5743, 57468, 5979, 627, 6334, 6347, 6348, 6546, 6547, 6640, 6714, 6751, 6752, 6753, 6754, 6755, 7124, 729230, 7422, 834, 836, 841, 847, 8566, 8645, 8678, 9451, 958"
C1561643,Chronic Kidney Diseases,"11136, 1373, 1471, 1601, 1602, 22884, 256764, 2646, 51422, 54828, 57619, 6311, 64849, 6540, 6569, 6582, 7029, 7369, 79029, 8395, 9027, 92912"
C0023473,"Myeloid Leukemia, Chronic","1407, 1408, 1432, 23532, 240, 25, 26040, 2950, 3161, 3309, 332, 3440, 406, 5187, 5657, 613, 7015, 7490, 768, 861, 8863, 8864"
C0023470,Myeloid Leukemia,"10735, 1728, 2122, 26040, 27161, 3066, 4297, 51527, 55102, 55904, 5885, 6688, 7001, 7155, 7422, 8243, 9126"
C0006663,Calcinosis,"11035, 1277, 1756, 197, 2056, 2209, 249, 2591, 29108, 3553, 3606, 3688, 3689, 3717, 3934, 4046, 4313, 4318, 4851, 5155, 5159, 5443, 5777, 632, 6347, 6575, 6693, 6696, 7076, 729, 80169, 8074, 80781, 836, 9213, 9356, 9365, 9450"
C0003504,Aortic Valve Insufficiency,"11167, 1277, 1281, 1490, 2335, 4015, 4878, 4879, 7040, 7042, 7076"
C1960469,Left ventricular noncompaction,"11155, 1837, 4000, 4607, 4625, 57534, 57644, 63976, 6901, 70, 7139, 7168"
C0030567,Parkinson Disease,"100128977, 100129583, 100287944, 100359403, 100631383, 101929655, 102724307, 10295, 10457, 10743, 11315, 114134, 120892, 1272, 1305, 1356, 136853, 1394, 147081, 154043, 1565, 1571, 1586, 1609, 161145, 1620, 162540, 1644, 1728, 1740, 1812, 1813, 1906, 199, 2203, 2244, 22876, 23400, 254428, 2580, 2629, 2643, 2668, 2670, 284058, 2876, 2941, 2944, 2950, 3077, 3082, 3122, 3162, 3303, 3313, 339105, 342125, 3480, 3481, 3482, 3569, 3630, 3643, 3761, 401884, 4099, 4128, 4129, 4137, 4217, 4600, 4803, 4842, 4905, 5071, 51693, 5243, 54541, 55532, 55737, 55974, 56922, 57111, 57568, 6014, 6128, 6147, 6202, 627, 6456, 64710, 65018, 6531, 6571, 6622, 6647, 6648, 6720, 683, 6888, 7124, 7473, 7784, 79780, 80333, 84286, 84660, 9045, 9726, 9842"
C0014170,Endometrial Neoplasms,"10060, 1028, 10772, 1108, 1583, 1634, 1645, 2033, 2099, 2100, 2146, 221895, 2263, 231, 23512, 27030, 2956, 3206, 3207, 3294, 332, 3480, 3576, 406985, 4216, 4524, 4780, 5074, 5241, 5424, 54894, 55294, 55558, 55743, 57016, 5728, 6347, 6405, 64061, 6716, 6770, 6820, 6935, 7422, 7869, 8289, 8405, 8644, 8743, 9021, 999"
C0243026,Sepsis,"133, 1440, 284, 3146, 3440, 3458, 3579, 3586, 3929, 4049, 4282, 4318, 4843, 4846, 5594, 5595, 5624, 7040, 7099, 7124, 836"
C0014175,Endometriosis,"100048912, 100188863, 10025, 100506885, 10060, 10090, 10125, 10140, 10154, 10257, 10562, 10628, 10666, 10902, 10924, 11067, 116039, 120892, 121601, 1268, 1368, 1462, 149111, 1528, 1588, 1592, 1604, 1645, 1646, 1655, 1675, 1734, 1839, 1843, 1956, 1994, 2063, 2100, 2192, 2200, 2289, 22943, 23054, 231, 2327, 23327, 23405, 23421, 23428, 2353, 2516, 25802, 25840, 25890, 27063, 2878, 29079, 2908, 29116, 30061, 3065, 3066, 3115, 3164, 3292, 3294, 3371, 3434, 3459, 3479, 3484, 3489, 3516, 3549, 3554, 3575, 3600, 3613, 3620, 3673, 3688, 3696, 374, 3845, 387496, 389558, 3912, 405, 4057, 406991, 4070, 4128, 4129, 4306, 4741, 4916, 5069, 5076, 51191, 5137, 51621, 5167, 5241, 5320, 54206, 54361, 5469, 55959, 5617, 56172, 5618, 5732, 5734, 5737, 5743, 59, 5915, 59350, 5999, 6096, 6414, 6505, 655, 6574, 6715, 6716, 6750, 687, 6876, 7026, 7042, 7067, 715, 7181, 7182, 7200, 79625, 79822, 81501, 8390, 8404, 8614, 8644, 8648, 8801, 8829, 9076, 90865, 9112, 9120, 9134, 9219, 92304, 9282, 9318, 9440, 9547, 9611, 9687, 9953, 9975"
C0014859,Esophageal Neoplasms,"1012, 1029, 11178, 11197, 11214, 125, 131, 1410, 1440, 148867, 1588, 1592, 1956, 2023, 2064, 217, 220972, 246, 25, 2597, 27030, 27113, 2788, 2810, 2920, 331, 360, 3791, 3958, 406937, 406985, 406991, 4215, 4233, 4323, 4495, 4843, 4846, 50514, 51738, 51741, 5243, 5245, 56475, 5742, 5743, 581, 595, 596, 597, 60, 6049, 6317, 6591, 6648, 6750, 7001, 7048, 7052, 7157, 7168, 7171, 7284, 7345, 7517, 841, 864, 8797, 8856, 9940"
C0341106,Eosinophilic esophagitis,"100302511, 100499167, 10344, 11077, 126917, 1630, 23076, 286046, 440854, 56946, 57576, 57619, 60494, 6778, 7077, 726, 84079, 85480, 8613, 9127"
C0005684,Malignant neoplasm of urinary bladder,"10460, 1198, 2261, 342184, 3845, 4046, 54575, 54576, 54901, 55824, 55892, 5925, 6563, 7248, 8000, 81037"
C0752347,Lewy Body Disease,"177, 1906, 199, 2629, 2670, 348, 3480, 3481, 3482, 3630, 3643, 4099, 4803, 4914, 4915, 6620, 6622, 6648, 8678"
C3160718,"PARKINSON DISEASE, LATE-ONSET","126, 1621, 170534, 1815, 23317, 26281, 2629, 2747, 4137, 4287, 4535, 4729, 4929, 5071, 5072, 6311, 6315, 677662, 6908, 7345, 9627"
C0311375,Arsenic Poisoning,"10142, 10308, 10443, 1401, 2067, 2071, 2072, 22902, 23043, 2803, 2920, 2921, 29896, 3304, 3398, 3552, 3553, 3557, 366, 3759, 3858, 414062, 4489, 4524, 4616, 4714, 4860, 4929, 5142, 5209, 54345, 54469, 55422, 57162, 57412, 5806, 5991, 5996, 6314, 6351, 6364, 6421, 6498, 6648, 6730, 6742, 7109, 7124, 7130, 7157, 7324, 79101, 8554, 8615, 8870, 8975, 9034, 9308, 9562, 960"
C0007621,Neoplastic Cell Transformation,"100126314, 100126317, 100302123, 100302129, 100302142, 100302258, 100506658, 1501, 1553, 1645, 1646, 1879, 1950, 2026, 2034, 2099, 23239, 2335, 238, 26227, 30061, 3084, 3150, 3195, 324, 3265, 3476, 3480, 3569, 3575, 3576, 3667, 3725, 3852, 3861, 3866, 3880, 389421, 3958, 4017, 406885, 406899, 406938, 406949, 406961, 406965, 406966, 406984, 406988, 407006, 407014, 407021, 407033, 407037, 407041, 407042, 407056, 4193, 4286, 4318, 4582, 4609, 4613, 4615, 4790, 4843, 4851, 5292, 5447, 5599, 5879, 595, 596, 5970, 6362, 6513, 653361, 6566, 6615, 6647, 6648, 6667, 672, 693223, 693235, 6935, 7037, 7040, 71, 7128, 7157, 7431, 7468, 7474, 7852, 79727, 847, 8505, 8626, 8644, 8668, 8848, 9076, 947, 9839, 999"
